Record_ID,Supplier_ID,Supplier_Name,Supplier_Country,Supplier_Region,Warehouse_Location,Product_Category,Product_Type,SKU,Product_Value_USD,Lead_Time_Days,Order_Quantity,Stock_Level,Reorder_Point,Safety_Stock,Inventory_Turnover,On_Time_Delivery_Rate,Quality_Rating,Defect_Rate_Percent,Supplier_Responsiveness_Score,Supplier_Capacity_Utilization,Financial_Stability_Score,Transportation_Mode,Carrier_Name,Shipping_Time_Days,Customs_Clearance_Time_Days,Transportation_Cost_USD,Geopolitical_Risk_Score,Weather_Risk_Score,Demand_Volatility,Supply_Volatility,Port_Congestion_Level,Supplier_Dependency_Score,Alternative_Suppliers_Available,Single_Source_Risk,Historical_Disruptions_Count,Average_Delay_Days,Contract_Compliance_Rate,Communication_Response_Time_Hours,Total_Annual_Spend_USD,Payment_Terms_Days,Price_Volatility_Percent,Production_Dependency_Level,Customer_Impact_Score,Revenue_At_Risk_USD,Disruption_Risk,Date,Disruption_Probability
SC00066,SUP024,Global Supplies Inc,USA,North America,Los Angeles,Textiles,Raw Material,SKU6384,273634.56,32,4297,2889,248,693,2.46,75.81,92.67,7.29,86.5,80.6,60.2,Air Freight,DB Schenker,9,6,6533.52,3.2,5.5,6.0,7.9,1.9,8.5,3,No,1,3.4,95.03,49.8,4350910.44,90,20.86,Medium,4.5,37231.2,0,2024-03-08,41.18
SC00067,SUP037,Pacific Traders,South Korea,Europe,Boston,Automotive Parts,Raw Material,SKU6857,74757.49,14,7109,961,1116,584,10.08,69.64,69.94,0.78,64.7,99.2,75.2,Multimodal,XPO Logistics,41,3,25732.97,1.4,6.6,6.9,2.5,9.0,9.1,2,No,9,5.7,79.13,41.3,1818491.06,30,18.81,High,7.3,855347.67,1,2024-11-08,21.36
SC00068,SUP013,Prime Materials Co,Japan,Latin America,Seattle,Textiles,Raw Material,SKU8171,402087.51,43,6767,2989,1297,511,3.78,82.91,84.1,6.83,98.2,68.0,46.2,Multimodal,Maersk,39,4,29470.41,8.9,3.2,0.2,4.2,2.0,5.1,4,No,1,5.7,84.07,25.8,4460700.55,90,11.51,Medium,5.0,906267.4,1,2024-04-27,46.0
SC00069,SUP046,Tech Components Ltd,Mexico,North America,Los Angeles,Textiles,Assembly,SKU5395,41902.57,21,2422,3848,903,1035,7.15,65.19,68.7,2.63,94.6,87.6,83.8,Air Freight,DHL,26,4,18287.28,4.7,4.8,3.1,3.5,0.3,5.9,0,Yes,8,13.5,96.21,51.1,2988691.62,45,10.73,High,6.0,850452.27,0,2024-12-11,33.7
SC00070,SUP005,Nexus Logistics,Thailand,Europe,Houston,Automotive Parts,Assembly,SKU2522,493509.03,43,9928,1026,460,1207,10.08,97.84,66.59,0.43,83.1,75.0,63.2,Air Freight,Kuehne+Nagel,2,4,24030.27,8.8,6.2,6.4,8.6,0.2,7.1,2,Yes,6,0.4,71.58,39.2,4039232.95,45,22.43,Critical,3.0,824631.47,1,2024-06-22,45.22
SC00071,SUP003,Asia Sourcing,Vietnam,Latin America,Denver,Food & Beverage,Finished Good,SKU7105,387261.16,26,4190,3865,555,1236,4.54,79.52,87.97,5.35,87.0,56.4,87.1,Rail,DB Schenker,23,9,18493.97,5.9,4.0,0.1,1.3,6.2,8.3,1,Yes,5,15.1,96.67,34.3,2165783.8,90,7.21,Critical,2.0,744965.2,1,2024-01-21,32.9
SC00072,SUP043,Euro Distributors,USA,Latin America,New York,Pharmaceuticals,Finished Good,SKU6615,103364.26,30,7060,2863,1805,431,4.46,79.08,83.73,1.85,60.7,79.1,69.6,Sea Freight,UPS,23,8,32229.8,6.7,2.0,0.3,5.7,6.6,1.2,2,Yes,6,5.3,76.58,37.3,611321.72,45,6.23,Medium,5.4,633432.03,0,2025-07-05,38.57
SC00073,SUP015,Acme Corp,Mexico,Europe,Los Angeles,Automotive Parts,Raw Material,SKU3996,7733.45,48,3104,2501,1825,754,6.03,78.67,67.87,1.95,73.6,65.0,50.9,Multimodal,COSCO,21,9,45112.33,8.0,9.6,8.5,1.4,3.1,8.1,3,Yes,7,6.2,90.36,46.2,2196948.96,45,23.48,High,4.4,678627.0,1,2024-11-29,37.31
SC00074,SUP050,Asia Sourcing,Taiwan,Latin America,Boston,Pharmaceuticals,Assembly,SKU2865,408653.41,29,5236,1947,1483,140,10.95,67.43,66.22,2.45,91.8,51.7,84.1,Multimodal,DHL,16,2,8614.05,6.6,5.1,6.8,7.0,3.2,4.8,2,No,11,10.6,87.48,47.9,2313634.0,90,20.23,Critical,3.9,806395.29,1,2024-02-08,46.53
SC00075,SUP019,Prime Materials Co,Vietnam,Latin America,Atlanta,Automotive Parts,Semi-Finished,SKU7566,354894.39,21,429,1177,837,1058,2.0,87.34,99.64,0.51,63.1,81.7,55.1,Air Freight,XPO Logistics,9,5,19379.74,4.0,7.3,2.7,9.1,3.4,4.5,4,No,0,4.3,86.59,21.5,2777173.76,30,20.52,Low,6.7,662498.46,0,2025-04-16,30.54
SC00076,SUP006,Global Supplies Inc,Mexico,North America,New York,Food & Beverage,Semi-Finished,SKU7557,365858.55,17,3740,4760,942,204,11.01,90.66,66.05,1.42,71.3,92.9,69.4,Rail,XPO Logistics,13,7,7473.0,5.1,4.1,6.9,4.3,6.8,4.2,2,Yes,7,17.7,95.78,11.0,572634.43,30,4.88,Low,6.9,327726.96,0,2025-11-04,28.97
SC00077,SUP015,Euro Distributors,South Korea,North America,Phoenix,Industrial Equipment,Raw Material,SKU8479,386778.82,24,8082,11,1518,301,3.54,88.66,80.56,0.04,83.4,67.2,44.5,Multimodal,COSCO,28,8,31434.72,8.0,3.6,7.9,4.9,0.6,5.1,4,Yes,2,1.7,73.05,12.1,4957439.22,90,3.58,Low,0.5,375961.1,1,2025-03-08,31.91
SC00078,SUP007,Tech Components Ltd,Taiwan,North America,Los Angeles,Automotive Parts,Assembly,SKU5453,41652.1,29,4207,4399,1209,549,11.9,69.85,82.66,3.56,70.3,69.5,77.1,Rail,XPO Logistics,27,6,36579.09,3.7,4.1,3.1,9.3,9.3,9.5,1,No,2,8.9,80.41,46.4,1258477.26,60,0.65,High,3.4,897057.47,0,2025-08-04,40.17
SC00079,SUP025,Euro Distributors,China,Europe,New York,Automotive Parts,Semi-Finished,SKU7319,182440.54,8,1441,3364,1130,1389,11.55,85.26,69.1,0.67,97.4,94.6,80.0,Road Transport,Maersk,17,2,46629.68,3.9,4.1,0.4,5.2,2.2,5.5,3,Yes,5,17.0,86.15,63.0,1032834.4,60,5.93,Medium,4.1,17122.09,0,2025-06-11,25.04
SC00080,SUP018,Quantum Materials,Thailand,Asia-Pacific,Dallas,Chemicals,Assembly,SKU8835,62355.18,14,8507,3022,840,1009,6.95,84.93,70.92,5.46,65.2,90.7,62.7,Air Freight,UPS,38,0,14304.16,1.0,5.4,9.3,4.9,10.0,9.5,0,Yes,3,12.3,94.34,30.1,2657674.45,45,19.35,High,1.0,698820.58,1,2025-03-07,25.6
SC00081,SUP030,Asia Sourcing,USA,Latin America,Los Angeles,Food & Beverage,Finished Good,SKU7909,432236.2,7,438,3371,991,309,7.13,95.39,77.31,1.88,91.9,85.7,97.3,Multimodal,DB Schenker,36,3,47535.45,9.1,5.4,3.5,5.8,1.7,1.8,1,No,3,5.8,76.49,13.0,2709180.49,60,6.0,Medium,2.4,954777.55,0,2024-09-30,35.32
SC00082,SUP041,Asia Sourcing,India,Europe,Seattle,Electronics,Raw Material,SKU3732,313532.57,45,5995,2830,1536,662,6.82,78.27,91.66,7.55,80.3,62.4,92.5,Rail,DB Schenker,1,5,3631.5,0.9,5.0,1.1,6.9,7.7,7.2,1,No,3,8.4,94.09,54.7,2227112.65,45,18.23,High,0.5,706228.17,0,2024-01-21,38.3
SC00083,SUP024,Velocity Suppliers,Japan,Asia-Pacific,Boston,Chemicals,Raw Material,SKU2852,168794.52,49,2808,42,811,1241,8.35,78.0,82.75,6.97,90.0,95.5,82.5,Sea Freight,XPO Logistics,18,2,30349.19,6.5,1.3,4.9,1.1,2.2,8.1,0,Yes,9,14.1,81.99,60.1,3870866.12,30,6.3,High,10.0,993911.99,1,2025-12-13,42.9
SC00084,SUP011,Mega Manufacturing,India,Asia-Pacific,Chicago,Electronics,Assembly,SKU3171,36461.38,22,1850,943,1008,812,2.91,86.65,87.33,2.32,72.4,57.7,82.8,Rail,COSCO,9,0,3328.07,4.1,5.0,7.7,8.2,0.8,6.8,2,Yes,8,19.5,75.67,63.5,2607439.28,90,9.88,High,7.4,687544.91,0,2025-04-25,37.44
SC00085,SUP024,Euro Distributors,USA,Europe,Chicago,Food & Beverage,Assembly,SKU1960,158936.25,51,5704,2390,1405,870,2.33,87.16,99.48,6.27,80.6,81.3,55.1,Rail,UPS,13,5,44741.82,4.1,1.7,2.2,4.4,8.7,6.1,2,No,7,17.9,92.77,44.1,3067992.5,30,24.58,Critical,0.9,34363.03,1,2025-08-25,40.62
SC00086,SUP023,Velocity Suppliers,Vietnam,Asia-Pacific,Boston,Automotive Parts,Component,SKU3611,165965.74,40,2521,2545,885,1207,2.58,81.42,91.88,6.43,94.3,51.4,79.4,Road Transport,FedEx,40,0,26725.55,6.8,1.3,2.7,0.7,8.6,5.6,2,Yes,2,6.8,72.73,62.1,3632544.61,90,6.12,Low,0.2,827009.88,1,2024-01-23,35.29
SC00087,SUP014,Nexus Logistics,USA,North America,Atlanta,Consumer Goods,Semi-Finished,SKU2699,366155.06,51,7219,2411,1587,553,6.44,80.51,80.2,7.89,78.7,82.2,51.9,Multimodal,UPS,15,8,33632.74,0.7,9.3,2.4,7.9,4.0,8.6,3,No,0,20.0,85.44,2.1,173874.25,60,9.41,Low,7.2,284629.91,1,2024-11-20,38.88
SC00088,SUP043,Asia Sourcing,USA,Europe,Boston,Textiles,Finished Good,SKU7816,320590.95,26,9001,4986,387,766,4.76,82.3,80.63,4.78,74.4,63.9,48.6,Multimodal,XPO Logistics,43,0,41662.91,5.9,6.0,9.9,3.8,7.0,8.2,1,Yes,0,0.1,71.92,8.6,2874688.7,30,7.53,High,4.4,446057.23,1,2025-01-21,32.8
SC00089,SUP018,Pacific Traders,South Korea,Latin America,Dallas,Pharmaceuticals,Semi-Finished,SKU8908,444170.31,38,5419,1004,1792,728,8.22,95.14,86.66,0.66,81.4,72.5,100.0,Air Freight,COSCO,44,5,7940.38,7.7,6.6,2.0,1.0,5.6,1.2,4,No,0,0.6,80.69,7.6,4426762.63,30,2.74,Low,7.9,312091.92,0,2025-08-07,25.25
SC00090,SUP045,Asia Sourcing,Germany,North America,Boston,Pharmaceuticals,Component,SKU8178,238746.39,51,6709,20,1766,486,11.92,81.14,88.29,5.17,88.7,67.3,77.3,Rail,COSCO,4,0,2410.28,8.3,4.0,5.8,6.3,8.5,8.5,0,Yes,3,16.5,88.03,51.6,136074.28,45,12.25,Low,9.2,268554.11,1,2025-02-03,49.02
SC00091,SUP044,Euro Distributors,Japan,Latin America,Boston,Food & Beverage,Assembly,SKU3969,64199.15,12,5487,406,1819,1473,5.86,97.9,82.52,5.0,77.7,58.6,65.9,Sea Freight,DB Schenker,33,6,44004.62,1.7,9.1,9.3,8.8,3.2,4.1,1,Yes,13,4.0,86.68,5.9,2055651.41,90,9.47,Medium,6.0,431405.7,1,2024-11-26,37.72
SC00092,SUP042,Tech Components Ltd,China,Asia-Pacific,New York,Textiles,Semi-Finished,SKU7221,358056.17,44,4093,1014,1887,395,7.74,82.64,87.57,5.11,97.6,81.1,57.3,Road Transport,XPO Logistics,24,2,16089.19,9.0,6.4,1.5,8.9,5.2,2.5,2,No,5,1.2,82.14,36.2,4634825.88,60,17.37,Critical,1.9,378751.45,1,2025-08-09,54.96
SC00093,SUP005,Nexus Logistics,China,North America,Phoenix,Food & Beverage,Raw Material,SKU6875,381588.6,53,8780,4431,1184,357,6.16,98.22,65.82,2.46,71.8,94.1,76.2,Rail,DHL,36,5,6884.46,6.6,7.7,9.7,9.6,4.9,8.7,0,No,3,4.7,82.87,34.6,1798114.29,30,20.44,Low,7.8,633338.58,1,2024-04-10,45.27
SC00094,SUP039,Euro Distributors,Mexico,Latin America,Chicago,Textiles,Semi-Finished,SKU1472,282832.21,48,8144,1838,747,1204,10.47,94.15,80.04,6.88,79.0,98.0,43.0,Sea Freight,Kuehne+Nagel,41,6,23688.83,8.8,3.7,9.5,8.7,3.5,4.3,4,No,10,8.5,76.8,23.1,2320707.68,90,13.61,High,9.6,813151.2,1,2025-05-15,59.12
SC00095,SUP041,Euro Distributors,China,Europe,Atlanta,Food & Beverage,Assembly,SKU3140,386628.75,23,8338,3188,924,367,11.02,77.69,74.76,7.68,90.3,59.6,45.7,Air Freight,UPS,10,0,30116.15,4.9,9.6,8.8,0.0,8.9,8.1,1,No,10,14.6,83.68,62.8,4908629.9,60,0.8,High,5.8,297088.65,1,2024-04-12,35.17
SC00096,SUP011,Express Logistics,Japan,Asia-Pacific,New York,Food & Beverage,Semi-Finished,SKU8914,249428.82,46,4973,714,1125,518,10.77,95.23,69.52,1.74,87.6,85.9,42.0,Road Transport,DHL,36,0,2033.04,5.4,8.2,2.1,3.8,1.7,2.6,1,Yes,2,12.5,98.6,13.1,1036653.1,30,15.47,Medium,6.8,213721.15,1,2025-12-08,29.97
SC00097,SUP035,Prime Materials Co,Mexico,Latin America,Chicago,Automotive Parts,Component,SKU8997,263752.75,45,4906,4146,1631,334,11.74,68.85,68.48,0.71,94.5,83.2,70.0,Multimodal,DB Schenker,20,4,14107.34,9.2,8.5,6.3,8.2,1.5,0.0,3,No,7,4.8,95.51,26.0,373013.19,90,1.38,Low,3.4,666895.27,1,2025-11-22,51.06
SC00098,SUP047,Quantum Materials,Mexico,Asia-Pacific,Phoenix,Raw Materials,Finished Good,SKU2850,216632.8,41,8692,3854,1075,1434,2.28,97.38,86.11,1.56,99.9,67.2,76.0,Multimodal,Maersk,41,5,2123.59,9.0,1.7,7.6,3.7,5.8,5.0,1,Yes,13,10.1,74.36,56.0,4304141.82,45,15.41,High,3.8,670320.07,1,2024-07-29,42.89
SC00099,SUP016,Express Logistics,Vietnam,Latin America,Boston,Electronics,Assembly,SKU7738,17582.47,10,6013,4419,817,1085,10.4,87.11,83.33,6.56,77.1,51.0,43.7,Rail,DB Schenker,44,8,21306.6,4.5,2.7,9.9,6.0,6.6,1.0,1,Yes,7,18.5,70.89,3.2,4348903.44,30,17.13,High,7.3,901131.24,0,2024-12-10,37.91
SC00100,SUP011,Asia Sourcing,Germany,Europe,Phoenix,Consumer Goods,Raw Material,SKU8220,58406.26,56,7224,4884,613,1480,9.52,66.9,73.88,5.41,64.4,84.5,83.3,Road Transport,FedEx,11,0,44807.45,2.7,2.9,1.8,6.1,1.9,7.5,4,No,5,16.3,98.01,48.8,2386785.28,90,4.94,Critical,9.3,15945.69,1,2025-05-23,42.13
SC00101,SUP030,Euro Distributors,India,North America,Chicago,Industrial Equipment,Component,SKU1753,20557.45,30,3257,140,1565,1336,4.29,87.55,81.48,5.09,61.2,97.3,53.8,Sea Freight,Kuehne+Nagel,12,3,49141.29,3.9,2.7,7.7,3.7,3.9,2.8,4,Yes,8,6.5,85.8,59.0,2595325.51,60,20.48,Low,6.3,853040.66,1,2025-05-29,34.3
SC00102,SUP025,Quantum Materials,Taiwan,Latin America,Houston,Electronics,Assembly,SKU2037,320023.15,38,490,4565,1443,673,11.56,99.1,82.23,3.21,89.1,81.6,81.1,Air Freight,Maersk,18,9,32033.85,3.9,8.6,3.4,9.0,9.5,4.4,0,Yes,11,19.6,86.14,67.2,4187241.53,60,22.78,Critical,7.9,521002.17,1,2025-11-14,42.62
SC00103,SUP018,Prime Materials Co,Vietnam,Asia-Pacific,Los Angeles,Industrial Equipment,Raw Material,SKU5286,160606.21,49,4530,4882,1102,148,3.48,67.44,71.83,4.62,95.0,71.8,98.9,Air Freight,XPO Logistics,30,7,8501.07,2.9,0.3,1.8,5.0,2.5,0.9,2,Yes,9,14.2,93.42,63.2,3705869.52,45,20.33,Critical,1.7,621302.09,1,2024-12-13,40.78
SC00104,SUP041,Express Logistics,Thailand,Europe,Los Angeles,Consumer Goods,Raw Material,SKU6148,256742.49,10,8920,963,362,1250,8.8,84.41,87.82,2.46,68.8,76.3,81.5,Multimodal,UPS,44,9,45339.54,2.7,0.8,4.2,4.6,6.7,2.9,4,Yes,0,1.2,79.44,23.7,1362487.56,30,7.63,Low,2.1,91371.44,0,2024-06-19,21.38
SC00105,SUP045,Euro Distributors,Germany,North America,Seattle,Pharmaceuticals,Assembly,SKU1202,454245.4,41,7786,372,1443,322,4.25,91.17,92.33,3.82,66.3,60.0,93.0,Multimodal,COSCO,37,8,26054.27,8.6,2.7,7.9,10.0,7.4,7.8,0,No,12,0.7,84.46,42.6,133622.11,45,14.67,Critical,5.3,432614.93,1,2025-09-21,57.09
SC00106,SUP036,Global Supplies Inc,Germany,Asia-Pacific,Dallas,Industrial Equipment,Component,SKU9598,128399.65,37,4332,3635,469,1020,6.31,93.36,92.7,6.34,62.5,87.5,96.9,Air Freight,DB Schenker,20,2,8110.59,0.7,2.0,4.6,4.9,4.5,1.5,1,No,7,3.4,99.06,6.5,2424515.8,90,22.87,Low,1.8,227302.41,0,2024-11-02,31.56
SC00107,SUP015,Nexus Logistics,Germany,Europe,Phoenix,Automotive Parts,Raw Material,SKU4669,208139.55,57,8107,2541,831,1402,9.19,79.48,86.09,7.85,92.9,87.3,69.2,Multimodal,Kuehne+Nagel,25,1,46125.47,6.8,2.3,5.4,1.8,9.4,6.5,0,No,5,14.6,90.16,19.3,4301616.01,60,8.02,Low,6.3,254225.03,1,2025-01-07,44.53
SC00108,SUP044,Express Logistics,USA,Asia-Pacific,Boston,Food & Beverage,Finished Good,SKU6542,378997.81,26,1621,3610,1105,1417,7.63,72.15,82.91,7.46,72.5,57.3,82.1,Air Freight,DB Schenker,12,3,37994.72,1.7,8.0,10.0,5.1,7.4,9.2,0,Yes,0,3.7,74.61,7.7,4484381.65,45,20.5,Low,2.9,504095.11,1,2025-03-22,32.28
SC00109,SUP021,Prime Materials Co,Thailand,Europe,Phoenix,Food & Beverage,Component,SKU9504,118255.09,25,9118,1692,1623,376,6.28,66.48,67.14,7.47,76.1,93.9,91.1,Rail,FedEx,21,1,36719.41,3.4,5.6,4.0,8.1,4.6,6.8,0,No,3,10.2,74.0,23.4,4783319.68,30,0.24,Critical,7.9,812455.95,1,2024-07-25,43.78
SC00110,SUP050,Express Logistics,Vietnam,North America,Boston,Pharmaceuticals,Raw Material,SKU9570,43105.06,10,1600,105,1405,1230,5.26,85.29,75.07,3.22,80.1,63.5,61.4,Sea Freight,FedEx,25,0,35604.44,0.6,0.1,6.2,7.8,5.7,8.1,0,Yes,4,1.9,76.13,63.1,4403838.03,90,0.09,Low,8.1,743780.93,1,2025-05-23,26.61
SC00111,SUP050,Mega Manufacturing,Thailand,North America,Houston,Pharmaceuticals,Assembly,SKU2560,148426.97,10,6837,1681,1841,519,10.4,80.85,68.26,3.75,93.6,99.1,55.7,Road Transport,FedEx,11,2,10416.82,2.7,4.3,3.7,7.9,6.9,1.1,4,Yes,6,18.4,93.0,25.6,2921215.6,30,18.99,Low,4.6,590999.96,1,2025-10-12,33.78
SC00112,SUP004,Mega Manufacturing,India,Asia-Pacific,Houston,Raw Materials,Assembly,SKU8091,84804.54,59,3394,4097,1952,710,3.44,98.21,98.73,5.65,86.0,69.1,96.8,Rail,DHL,9,6,10944.83,7.7,4.1,3.9,7.1,5.9,2.5,2,Yes,7,6.9,78.86,40.9,2250797.72,45,19.04,High,1.8,539418.19,1,2024-03-18,51.42
SC00113,SUP015,Asia Sourcing,South Korea,Europe,Dallas,Raw Materials,Component,SKU5072,465200.34,52,5185,4016,404,474,6.3,67.12,69.73,7.38,84.6,58.9,83.6,Road Transport,UPS,25,0,34570.5,8.9,1.1,7.0,2.5,8.8,8.9,0,No,8,18.2,70.64,31.8,3885506.74,60,19.72,Critical,6.5,427306.04,1,2025-07-02,52.3
SC00114,SUP003,Global Supplies Inc,Thailand,Latin America,Atlanta,Industrial Equipment,Raw Material,SKU8895,405019.59,8,2519,2636,781,172,11.04,88.99,70.31,1.14,67.0,67.6,53.2,Air Freight,UPS,35,1,11376.28,2.2,6.8,9.4,8.6,3.6,7.2,3,No,11,18.9,98.33,33.6,3712117.09,60,23.25,Critical,9.9,972709.97,1,2024-08-07,31.91
SC00115,SUP021,Tech Components Ltd,Germany,North America,Chicago,Pharmaceuticals,Raw Material,SKU6664,318534.86,34,9226,2137,1779,1153,10.46,65.87,96.14,2.43,80.5,72.0,66.9,Sea Freight,DHL,32,0,22214.25,4.6,7.0,5.4,8.9,3.0,6.4,1,No,11,0.1,75.09,69.8,2713809.98,45,2.95,Low,6.2,560192.55,0,2024-10-21,46.98
SC00116,SUP026,Tech Components Ltd,India,Latin America,Seattle,Chemicals,Component,SKU7305,436372.99,15,3142,3416,1040,1311,6.01,71.0,98.04,1.11,88.6,53.5,87.8,Rail,Maersk,14,7,39209.09,4.7,7.2,7.7,1.9,2.1,6.6,1,Yes,5,9.3,70.29,22.0,482270.49,30,5.8,High,0.4,253966.4,0,2024-09-28,24.67
SC00117,SUP018,Prime Materials Co,South Korea,Latin America,Houston,Pharmaceuticals,Component,SKU3435,402817.68,34,4597,4445,1451,1487,9.63,80.88,91.8,4.9,98.9,78.9,72.8,Multimodal,FedEx,1,4,39305.65,8.7,7.3,0.9,1.3,0.4,4.1,1,Yes,9,0.5,77.11,45.5,4634102.67,30,22.59,High,0.2,230090.79,1,2024-02-18,41.62
SC00118,SUP005,Pacific Traders,Japan,Asia-Pacific,New York,Electronics,Component,SKU1894,97352.18,35,1566,3530,1919,294,10.23,80.92,65.19,2.45,68.1,79.9,79.0,Road Transport,XPO Logistics,17,7,22936.46,7.6,0.0,2.1,9.8,0.4,0.4,1,Yes,8,18.2,77.05,30.8,2305232.56,30,4.43,Medium,3.2,611353.03,1,2024-10-31,50.54
SC00119,SUP014,Nexus Logistics,South Korea,Asia-Pacific,Los Angeles,Food & Beverage,Finished Good,SKU1190,446816.7,28,3661,1286,1842,1279,10.89,89.0,65.05,2.61,60.4,86.9,85.2,Road Transport,Maersk,25,2,39713.4,5.1,9.5,5.0,8.7,8.7,7.8,1,No,3,10.4,82.66,5.3,1848502.22,30,17.06,Medium,2.0,522827.53,1,2025-08-10,38.09
SC00120,SUP037,Tech Components Ltd,Japan,Asia-Pacific,Boston,Pharmaceuticals,Finished Good,SKU3571,271974.41,59,714,3179,795,1295,7.45,96.86,78.23,0.57,63.0,51.5,77.3,Multimodal,FedEx,8,6,42011.78,6.7,8.1,0.2,8.9,6.8,6.8,0,Yes,7,1.5,97.61,35.7,3166358.61,60,13.26,High,8.1,7697.8,1,2025-02-15,45.25
SC00121,SUP046,Nexus Logistics,China,Europe,Denver,Consumer Goods,Finished Good,SKU9283,404682.88,13,5492,3654,449,946,4.04,87.37,70.02,2.8,75.0,77.1,72.4,Rail,DHL,5,7,32911.4,8.5,9.0,2.5,8.9,6.6,4.7,2,Yes,2,2.2,96.38,58.7,3385497.91,30,2.08,Critical,8.4,830065.37,1,2024-08-19,42.61
SC00122,SUP021,Prime Materials Co,South Korea,North America,Los Angeles,Textiles,Assembly,SKU8688,448565.19,59,7793,2359,1074,1164,4.55,98.37,65.64,6.9,92.8,52.6,85.0,Multimodal,Kuehne+Nagel,5,5,11807.08,0.1,0.2,5.2,5.4,6.1,9.0,3,No,3,7.7,83.71,8.0,1092905.19,45,7.13,Critical,2.6,704122.35,0,2025-10-01,32.35
SC00123,SUP014,Global Supplies Inc,Japan,North America,Houston,Raw Materials,Finished Good,SKU9123,162411.72,7,9474,444,1664,1186,4.96,95.86,81.24,1.86,60.3,85.1,83.7,Road Transport,XPO Logistics,41,6,14063.58,4.0,9.3,0.1,6.5,8.5,3.4,4,Yes,9,18.8,82.33,5.9,4192847.28,45,13.01,Low,3.3,661829.29,1,2024-04-04,30.28
SC00124,SUP042,Pacific Traders,Taiwan,Latin America,Houston,Consumer Goods,Finished Good,SKU3709,59475.7,55,3323,35,1756,122,7.94,85.46,98.01,5.56,78.3,52.8,77.8,Multimodal,COSCO,35,1,16084.64,9.1,8.1,2.6,5.5,4.8,2.9,3,Yes,3,13.9,86.65,11.9,1485188.61,45,21.31,Medium,2.4,68780.66,1,2025-08-15,49.79
SC00125,SUP032,Pacific Traders,Germany,Asia-Pacific,New York,Industrial Equipment,Finished Good,SKU2226,117827.91,35,7238,1475,395,459,2.33,94.18,76.33,5.04,73.2,95.6,61.6,Road Transport,DHL,19,7,6281.8,7.4,8.4,5.1,0.5,8.7,8.7,4,No,5,17.4,77.3,55.3,974085.43,45,17.69,High,9.1,362055.85,1,2024-04-07,33.3
SC00126,SUP026,Mega Manufacturing,USA,Europe,New York,Electronics,Raw Material,SKU9055,216418.36,44,2767,3957,889,1198,8.36,87.49,88.14,6.91,62.1,85.1,64.3,Rail,DB Schenker,23,4,14021.4,5.4,0.9,5.7,7.5,3.6,8.0,4,No,14,7.3,71.57,52.4,2061679.27,30,15.55,Low,5.0,935382.26,1,2025-08-29,53.21
SC00127,SUP042,Asia Sourcing,South Korea,North America,Denver,Food & Beverage,Semi-Finished,SKU6253,409917.31,41,8080,1798,1742,659,5.64,67.75,87.83,1.06,78.0,75.4,98.2,Sea Freight,Maersk,9,6,10871.2,5.3,7.4,9.3,5.1,9.3,5.1,3,Yes,8,0.9,98.18,41.1,3666272.4,60,12.4,Critical,6.6,862589.24,1,2024-12-10,38.37
SC00128,SUP030,Euro Distributors,Mexico,Europe,Los Angeles,Industrial Equipment,Finished Good,SKU4946,431061.64,40,230,1845,1293,771,4.95,90.92,73.79,7.82,70.2,72.1,46.7,Rail,FedEx,30,0,23038.77,3.5,9.6,6.5,6.5,7.0,1.3,0,No,5,19.5,75.6,34.2,4829017.98,90,7.47,Low,4.2,285542.94,1,2024-10-06,41.79
SC00129,SUP010,Pacific Traders,Thailand,Asia-Pacific,Dallas,Chemicals,Component,SKU6421,8441.3,28,3083,1408,838,1241,10.79,68.32,87.76,4.66,74.1,56.5,56.1,Multimodal,DHL,16,4,45467.66,5.2,6.8,4.1,5.0,2.6,2.2,1,No,0,0.3,75.95,64.1,4055942.26,30,2.98,Low,6.3,157058.88,0,2024-03-09,35.81
SC00130,SUP017,Acme Corp,Japan,Asia-Pacific,Denver,Raw Materials,Finished Good,SKU5557,257819.91,35,4378,1708,1622,778,6.6,85.79,72.43,7.96,88.2,64.5,69.5,Multimodal,Maersk,33,0,5671.78,6.6,5.7,9.3,4.9,5.6,6.6,0,No,4,19.0,84.17,55.4,4704724.47,90,10.23,High,3.9,449087.96,1,2025-08-03,44.59
SC00131,SUP009,Prime Materials Co,Vietnam,North America,Los Angeles,Food & Beverage,Semi-Finished,SKU1824,211618.45,10,7226,2938,871,1413,2.95,89.59,69.27,7.29,80.9,93.4,90.2,Rail,XPO Logistics,2,7,36153.26,4.2,9.5,7.8,1.7,5.3,3.9,1,No,8,7.4,84.75,58.6,745998.73,60,0.71,Low,3.4,355830.38,0,2025-06-27,30.96
SC00132,SUP016,Pacific Traders,Japan,Latin America,Houston,Raw Materials,Assembly,SKU9305,114943.37,6,8330,1300,1983,539,10.27,67.33,89.55,1.77,65.0,95.2,49.8,Sea Freight,FedEx,14,3,34520.51,7.1,4.4,2.0,2.8,1.4,8.4,2,Yes,4,0.2,70.55,58.7,402325.15,30,5.28,High,6.3,682226.38,1,2025-05-01,30.46
